Wall time,Step,Value
1732809577.5251777,1,0.5146522521972656
1732809577.5268738,2,0.07038680464029312
1732809577.526906,3,0.04149745777249336
1732809577.526929,4,0.029843121767044067
1732809577.5269494,5,0.02032920904457569
1732809577.5269938,6,0.014576013199985027
1732809577.527016,7,0.010623334906995296
1732809577.527037,8,0.007938309572637081
1732809577.5270574,9,0.00632273405790329
1732809577.5270789,10,0.0047577982768416405
1732809577.5270996,11,0.004173988476395607
1732809577.5272808,12,0.0031056301668286324
1732809577.527476,13,0.0025617792271077633
1732809577.5276377,14,0.002353358780965209
1732809577.5277808,15,0.0019360404694452882
1732809577.527931,16,0.001703864079900086
1732809577.528073,17,0.0017344928346574306
1732809577.5282073,18,0.0014209318906068802
1732809577.5283399,19,0.0012282651150599122
1732809577.5284736,20,0.0011209590593352914
1732809577.5286036,21,0.0010184234706684947
1732809577.5287328,22,0.001003554672934115
1732809577.5288715,23,0.0008740467601455748
1732809577.52901,24,0.0007841582992114127
1732809577.5291407,25,0.0007713061640970409
1732809577.5292704,26,0.0007107123383320868
1732809577.5293999,27,0.0007028989493846893
1732809577.5295303,28,0.0006844625459052622
1732809577.5296586,29,0.000672679569106549
1732809577.5297892,30,0.0005976968095637858
1732809577.5299168,31,0.0006009381613694131
1732809577.530072,32,0.0005173141253180802
1732809577.5302105,33,0.0005330908461473882
1732809577.53034,34,0.0005369341815821826
1732809577.5304687,35,0.0004903415683656931
1732809577.5305974,36,0.0005400641239248216
1732809577.5307257,37,0.00046601961366832256
1732809577.530852,38,0.00042681433842517436
1732809577.5309808,39,0.0004606634611263871
1732809577.5311153,40,0.000408803578466177
1732809577.5312443,41,0.0004575528437271714
1732809577.5313725,42,0.0003842751029878855
1732809577.5315108,43,0.0003865229955408722
1732809577.531647,44,0.0003558323660399765
1732809577.5317748,45,0.0003451733209658414
1732809577.5319016,46,0.0003710129240062088
1732809577.532029,47,0.000356198288500309
1732809577.5321596,48,0.00035169709008187056
1732809577.5322864,49,0.00033047705073840916
1732809577.532421,50,0.00036317846388556063
1732809577.532554,51,0.0003417892148718238
1732809577.5326893,52,0.00032546313013881445
1732809577.5328214,53,0.00029856778564862907
1732809577.5329485,54,0.00028481558547355235
1732809577.5330741,55,0.0003039831353817135
1732809577.533208,56,0.000285121874185279
1732809577.533342,57,0.00028148150886408985
1732809577.5334697,58,0.00028883092454634607
1732809577.5335968,59,0.00029465495026670396
1732809577.5337253,60,0.000298223429126665
1732809577.5338616,61,0.00027138242148794234
1732809577.5340114,62,0.0002619953593239188
1732809577.5341437,63,0.0002651061222422868
1732809577.5342848,64,0.00028569178539328277
1732809577.5344222,65,0.00025323074078187346
1732809577.5345519,66,0.0002589064242783934
1732809577.5346303,67,0.00024721017689444125
1732809577.5347102,68,0.0002525132440496236
1732809577.5348518,69,0.0002526066091377288
1732809577.5348938,70,0.0002535471285227686
1732809577.534972,71,0.00035009440034627914
1732809577.5350204,72,0.00031298850080929697
1732809577.5350964,73,0.0002519719710107893
1732809577.5351803,74,0.00023598538246005774
1732809577.5352647,75,0.00024854534422047436
1732809577.53536,76,0.0002276082377647981
1732809577.5354407,77,0.00024176751321647316
1732809577.5355306,78,0.00024086191842798144
1732809577.5356467,79,0.00023398867051582783
1732809577.5356908,80,0.00022509779955726117
1732809577.5357742,81,0.00022352726955432445
1732809577.5358593,82,0.00021733700123149902
1732809577.535945,83,0.0002214624546468258
1732809577.5360315,84,0.0002251807600259781
1732809577.536227,85,0.00022357814304996282
1732809577.5362701,86,0.00020687792857643217
1732809577.5364041,87,0.00021351220493670553
1732809577.5364442,88,0.0002223156188847497
1732809577.5365484,89,0.00019520032219588757
1732809577.536625,90,0.00019433761190157384
1732809577.5366771,91,0.00022525123495142907
1732809577.536716,92,0.00020751170814037323
1732809577.5367901,93,0.00020708183001261204
1732809577.5368361,94,0.00019819677982013673
1732809577.5368743,95,0.00019005511421710253
1732809577.5369475,96,0.00020189453789498657
1732809577.5370247,97,0.00019278358377050608
1732809577.5371006,98,0.00019535476167220622
1732809577.537176,99,0.00022038551105652004
1732809577.5372508,100,0.00018316973000764847
